7596	24	0080B	910	11205	12	1
7596	24	1278P	810	11205	24	1
7596	24	0080B	910	11205	3	2
7596	24	1278P	810	11205	2	2
7596	24	0080B	910	11205	3	3
7596	24	1278P	810	11205	2	3
7596	24	0080B	910	11205	87	0
7291	24	0080B	910	11205	12	1
7291	24	1278P	810	11205	24	1
7291	24	0080B	910	11205	3	2
7291	24	1278P	810	11205	2	2
7291	24	0080B	910	11205	3	3
7291	24	1278P	810	11205	2	3
7291	24	0080B	910	11205	87	0
7291	24	1278P	810	11205	22	0
